FORM,STREAM,ADMNO,STREAM,ADMNO,ENG,KIS,MAT,BIO,PHY,CHE,HIS,GEO,CRE,HSC,AD,AGR,COM,FRE,GER,MUS,BST
1,EAST,8044,EAST,7843,71,70,nan,55,X,X,49,X,58,nan,57,nan,21,nan,nan,54,nan
1,EAST,8052,nan,7827,79,50,44,66,51,56,68,40,46,48,nan,nan,39,nan,nan,nan,nan
1,EAST,8057,BETA,8050,53,60,62,48,44,46,nan,44,X,56,nan,nan,47,nan,nan,nan,nan
1,EAST,8062,SOUTH,7768,71,93,60,74,52,80,68,81,93,70,nan,nan,67,62,nan,nan,nan
1,EAST,8069,EAST,7759,78,85,nan,67,65,86,87,64,75,57,nan,nan,50,nan,80,nan,nan
1,EAST,8076,BETA,7729,47,48,36,49,51,58,58,31,50,nan,nan,76,71,nan,nan,nan,nan
1,EAST,8083,NORTH,7970,62,65,45,59,71,64,40,84,85,53,nan,nan,72,nan,nan,nan,87
1,EAST,8090,EAST,7808,70,78,nan,66,60,86,76,50,75,nan,nan,nan,53,nan,nan,nan,75
1,EAST,8099,NORTH,7908,73,60,73,47,53,68,35,55,54,52,nan,nan,62,nan,nan,nan,93
1,EAST,8108,SOUTH,7733,70,80,62,83,48,66,70,72,91,nan,nan,84,45,68,nan,nan,nan
1,EAST,8113,WEST,8021,59,60,58,94,55,64,58,64,84,nan,nan,72,39,nan,56,nan,nan
1,NORTH,7676,ALPHA,7721,85,62,54,43,31,4,85,56,83,53,nan,nan,50,75,nan,nan,nan
1,NORTH,7683,BETA,7946,53,38,52,75,73,82,70,76,89,nan,65,nan,53,nan,72,nan,nan
1,NORTH,7690,nan,7738,80,55,nan,80,75,84,68,72,78,57,nan,nan,34,nan,nan,43,nan
1,NORTH,7697,nan,7955,73,93,nan,66,50,55,70,52,92,43,nan,nan,42,nan,nan,nan,82
1,NORTH,7704,EAST,8076,78,78,nan,58,68,71,60,46,63,57,nan,nan,32,nan,nan,nan,77
1,NORTH,7711,nan,7677,66,78,46,74,32,62,69,66,98,nan,nan,72,53,87,nan,nan,nan
1,NORTH,7718,SOUTH,7887,64,83,56,83,90,48,65,70,98,63,nan,nan,89,nan,nan,nan,nan
1,NORTH,7725,WEST,7867,56,85,48,31,36,78,55,56,76,nan,nan,68,39,nan,nan,60,nan
1,NORTH,7732,nan,7763,62,70,36,60,42,56,82,78,95,nan,nan,72,63,nan,nan,nan,72
1,NORTH,7739,ALPHA,7896,58,68,60,34,38,56,48,34,72,77,nan,nan,55,nan,nan,nan,77
1,NORTH,7746,WEST,7797,69,68,38,71,44,70,68,62,91,nan,nan,60,42,73,nan,nan,nan
1,NORTH,7753,BETA,7862,72,55,44,77,60,66,50,56,69,55,nan,nan,37,nan,nan,nan,nan
1,NORTH,7760,nan,7772,0,80,46,75,71,60,68,62,93,47,nan,nan,71,nan,nan,nan,nan
1,NORTH,7767,nan,8082,0,63,62,69,56,76,80,67,80,nan,61,nan,71,nan,nan,nan,nan
1,NORTH,7774,CENTRAL,8089,0,68,38,82,56,80,85,49,88,nan,64,nan,42,nan,68,nan,nan
1,NORTH,7781,SOUTH,7859,60,78,50,69,73,56,65,68,93,45,nan,nan,47,nan,nan,nan,nan
1,NORTH,7788,WEST,7965,65,58,54,91,33,72,55,47,84,66,nan,nan,70,nan,nan,nan,nan
1,NORTH,7795,CENTRAL,7793,0,63,48,60,42,72,3,58,78,nan,nan,64,53,64,nan,nan,nan
1,NORTH,7802,nan,7707,67,65,38,57,38,44,63,56,80,62,nan,nan,55,nan,nan,nan,67
1,NORTH,7809,ALPHA,7749,70,65,50,60,71,54,60,58,77,nan,nan,72,39,nan,nan,63,nan
1,NORTH,7816,BETA,7869,53,73,34,66,58,64,43,47,78,nan,nan,72,34,nan,64,nan,nan
1,NORTH,7823,EAST,7689,78,60,nan,51,X,51,80,54,48,35,nan,nan,39,nan,nan,52,nan
1,NORTH,7837,NORTH,7767,58,55,75,41,38,46,40,53,57,67,nan,nan,37,nan,nan,nan,75
1,NORTH,7844,nan,7741,61,40,52,77,44,46,50,73,78,nan,nan,60,38,nan,nan,72,nan
1,NORTH,7851,WEST,7832,68,85,54,74,49,76,68,76,89,nan,nan,64,53,83,nan,nan,nan
1,NORTH,7858,nan,7885,0,75,52,60,40,38,48,78,75,53,nan,nan,36,nan,nan,nan,nan
1,NORTH,7865,CENTRAL,7954,0,78,34,60,29,66,55,53,66,77,nan,nan,37,nan,nan,nan,nan
1,NORTH,7872,nan,7852,65,65,60,77,63,46,63,64,89,nan,39,nan,61,nan,nan,nan,nan
1,NORTH,7879,SOUTH,8095,65,93,46,66,55,58,53,60,80,nan,nan,76,51,nan,68,nan,nan
1,NORTH,7886,nan,7958,51,73,44,77,78,66,48,62,87,nan,42,nan,66,nan,nan,nan,nan
1,NORTH,7893,WEST,8072,59,98,50,86,40,64,60,67,89,61,nan,nan,68,88,nan,nan,nan
1,NORTH,7900,SOUTH,7936,84,93,58,77,48,66,60,91,93,40,nan,nan,76,nan,nan,nan,nan
1,NORTH,7907,nan,7679,68,46,58,51,51,62,78,66,80,nan,nan,92,58,nan,60,nan,nan
1,NORTH,7908,ALPHA,7945,70,57,32,48,39,58,68,62,70,55,nan,nan,71,60,nan,nan,nan
1,NORTH,7914,BETA,8097,62,53,40,58,27,58,45,53,39,nan,nan,69,34,nan,78,nan,nan
1,NORTH,7921,EAST,7675,63,78,nan,49,43,67,78,84,86,nan,nan,nan,36,65,nan,nan,nan
1,NORTH,7928,SOUTH,7929,73,95,52,71,23,72,68,77,80,63,nan,nan,79,79,nan,nan,nan
1,NORTH,7935,nan,7848,55,50,60,75,44,48,50,67,80,nan,52,nan,29,nan,nan,nan,nan
1,NORTH,7942,BETA,7850,63,43,54,66,53,60,53,42,77,nan,nan,80,58,83,nan,nan,nan
1,NORTH,7949,EAST,7913,73,75,nan,67,48,78,86,64,86,42,nan,nan,37,nan,nan,nan,82
1,NORTH,7956,SOUTH,8054,60,78,54,74,65,84,50,62,82,nan,44,nan,63,nan,nan,nan,nan
1,NORTH,7963,WEST,7748,66,68,68,74,38,66,73,71,91,70,nan,nan,74,nan,nan,nan,nan
1,NORTH,7970,BETA,7876,45,50,18,65,24,48,35,44,72,48,nan,nan,61,nan,nan,nan,nan
1,NORTH,7977,CENTRAL,7961,0,63,64,58,64,48,85,69,93,nan,42,nan,80,69,nan,nan,nan
1,NORTH,7984,BETA,7911,63,78,44,65,56,46,65,49,84,nan,nan,48,55,nan,72,nan,nan
1,NORTH,7991,CENTRAL,7884,0,73,52,49,47,36,43,55,77,24,nan,nan,58,nan,nan,nan,nan
1,NORTH,7998,NORTH,7851,60,55,68,41,33,62,45,57,75,nan,nan,92,50,nan,nan,nan,92
1,NORTH,8001,BETA,7932,75,75,70,66,47,64,63,71,81,45,nan,nan,71,nan,68,nan,nan
1,NORTH,8005,CENTRAL,7765,0,70,50,55,47,60,58,58,78,nan,nan,64,26,nan,nan,nan,nan
1,NORTH,8012,EAST,7934,85,60,nan,55,40,67,70,34,80,55,nan,nan,26,nan,nan,nan,67
1,NORTH,8019,nan,7742,70,59,56,48,38,44,93,58,80,nan,63,nan,39,nan,nan,nan,83
1,NORTH,8025,ALPHA,7819,58,65,44,28,47,58,65,62,80,60,nan,nan,42,81,nan,nan,nan
1,NORTH,8032,BETA,8009,65,50,36,73,44,70,38,40,X,50,nan,nan,37,nan,nan,nan,nan
1,NORTH,8037,CENTRAL,8010,0,48,58,40,24,56,45,47,67,nan,nan,48,63,94,nan,nan,nan
1,NORTH,8045,NORTH,8053,53,90,95,65,56,56,55,59,83,nan,nan,60,61,nan,nan,nan,80
1,NORTH,8053,nan,7747,68,88,52,77,32,60,53,62,82,57,nan,nan,61,nan,nan,nan,nan
1,NORTH,8063,nan,7817,70,78,68,66,52,78,65,55,91,47,nan,nan,67,nan,nan,nan,nan
1,NORTH,8070,nan,7845,74,65,42,80,50,56,55,53,91,nan,62,nan,74,nan,nan,nan,nan
1,NORTH,8077,nan,8055,60,83,42,71,45,56,55,62,92,nan,nan,64,42,nan,nan,nan,nan
1,NORTH,8078,SOUTH,8084,59,70,50,66,25,30,58,60,69,nan,nan,76,39,nan,nan,38,nan
1,NORTH,8091,WEST,7902,73,53,26,66,18,64,48,49,89,nan,nan,56,45,nan,nan,62,nan
1,NORTH,8106,EAST,7724,73,88,nan,60,50,67,88,58,77,50,nan,nan,37,nan,nan,nan,68
1,NORTH,8112,NORTH,7956,62,58,70,32,49,40,48,53,75,nan,50,nan,50,nan,nan,75,nan
1,SOUTH,7677,nan,7904,53,55,48,70,62,68,53,40,88,nan,55,nan,74,nan,nan,nan,nan
1,SOUTH,7684,BETA,7960,63,60,68,76,60,72,50,64,72,57,nan,nan,61,nan,nan,60,nan
1,SOUTH,7691,CENTRAL,7975,0,58,68,63,31,60,65,42,75,70,nan,nan,53,nan,nan,nan,nan
1,SOUTH,7698,NORTH,7907,62,52,73,56,60,60,68,41,68,76,nan,nan,57,nan,nan,nan,73
1,SOUTH,7705,nan,7810,61,78,40,66,46,46,58,68,82,nan,nan,72,58,nan,nan,nan,nan
1,SOUTH,7712,SOUTH,7957,69,68,54,63,30,44,63,81,88,35,nan,nan,63,nan,70,nan,nan
1,SOUTH,7719,CENTRAL,7849,0,65,62,60,38,54,68,66,77,57,nan,nan,37,77,nan,nan,nan
1,SOUTH,7726,SOUTH,7978,61,73,46,77,5,50,50,53,89,nan,nan,60,32,nan,nan,32,nan
1,SOUTH,7733,nan,7750,58,48,64,67,76,66,45,62,88,nan,56,nan,34,83,nan,nan,nan
1,SOUTH,7740,BETA,8088,58,68,44,74,64,72,63,58,90,nan,nan,88,47,69,nan,nan,nan
1,SOUTH,7747,BETA,7820,62,45,64,67,73,66,68,56,29,58,nan,nan,42,nan,60,nan,nan
1,SOUTH,7754,nan,7717,73,73,nan,45,43,73,76,40,77,nan,nan,nan,29,nan,nan,nan,77
1,SOUTH,7761,EAST,7892,80,85,nan,35,15,63,54,54,75,53,nan,nan,47,nan,nan,nan,60
1,SOUTH,7768,nan,7711,62,65,48,36,53,56,60,67,65,nan,nan,56,42,nan,40,nan,nan
1,SOUTH,7775,NORTH,7802,73,58,88,4,24,54,43,36,65,63,nan,nan,34,nan,nan,nan,68
1,SOUTH,7782,SOUTH,8064,80,75,44,71,35,42,43,51,82,51,nan,nan,39,nan,nan,nan,nan
1,SOUTH,7789,nan,7713,65,65,38,63,49,70,68,73,76,66,nan,nan,50,nan,nan,76,nan
1,SOUTH,7796,nan,8027,58,93,44,77,44,92,43,84,87,75,nan,nan,47,nan,nan,nan,nan
1,SOUTH,7803,WEST,8033,65,63,44,66,42,68,48,51,69,nan,nan,44,21,73,nan,nan,nan
1,SOUTH,7810,CENTRAL,7968,0,80,74,58,24,54,50,60,73,57,nan,nan,47,nan,nan,nan,nan
1,SOUTH,7817,ALPHA,7931,60,57,34,37,31,50,50,38,88,57,nan,nan,34,nan,72,nan,nan
1,SOUTH,7824,nan,8003,78,83,nan,40,95,80,63,70,77,37,nan,nan,55,nan,nan,31,nan
1,SOUTH,7831,EAST,8024,70,70,nan,45,15,69,67,62,72,nan,54,nan,37,nan,nan,40,nan
1,SOUTH,7834,WEST,7727,65,55,50,83,69,90,63,67,89,43,nan,nan,47,nan,nan,nan,nan
1,SOUTH,7838,EAST,7997,70,85,nan,35,60,75,61,60,91,37,nan,nan,45,nan,nan,nan,73
1,SOUTH,7845,nan,7831,69,63,40,69,56,48,45,79,91,28,nan,nan,42,nan,nan,60,nan
1,SOUTH,7852,SOUTH,8040,54,75,40,71,50,48,35,60,82,67,nan,nan,32,nan,nan,nan,nan
1,SOUTH,7859,WEST,7888,65,70,52,51,27,70,63,58,89,56,nan,nan,37,85,nan,nan,nan
1,SOUTH,7866,nan,7983,73,58,nan,45,48,80,58,68,81,57,nan,nan,39,nan,nan,nan,78
1,SOUTH,7873,EAST,8113,75,98,nan,40,67,76,71,62,58,75,nan,nan,70,nan,nan,nan,90
1,SOUTH,7880,nan,7673,53,50,34,67,38,34,53,56,70,nan,45,nan,34,nan,nan,nan,nan
1,SOUTH,7887,BETA,8028,67,75,60,62,67,34,50,80,82,nan,54,nan,61,nan,nan,nan,nan
1,SOUTH,7894,nan,7864,65,68,nan,57,20,75,87,60,69,30,nan,nan,38,nan,68,nan,nan
1,SOUTH,7901,nan,7878,78,75,nan,40,85,88,75,64,78,nan,54,nan,29,nan,nan,35,nan
1,SOUTH,7920,EAST,8044,70,55,nan,67,40,78,77,44,90,nan,nan,nan,39,nan,nan,nan,83
1,SOUTH,7922,NORTH,8037,50,50,78,38,38,40,45,38,69,nan,nan,52,47,nan,nan,nan,60
1,SOUTH,7929,WEST,7678,63,58,76,74,27,70,48,60,82,46,nan,nan,34,69,nan,nan,nan
1,SOUTH,7936,EAST,7969,70,87,nan,55,63,86,62,78,85,57,nan,nan,37,nan,nan,nan,78
1,SOUTH,7943,SOUTH,7789,84,85,24,43,25,16,55,53,84,58,nan,nan,37,nan,nan,nan,nan
1,SOUTH,7950,SOUTH,7719,63,73,56,77,40,74,53,38,91,57,nan,nan,39,nan,68,nan,nan
1,SOUTH,7957,ALPHA,7889,62,68,34,40,56,50,63,64,89,53,nan,nan,47,nan,nan,nan,75
1,SOUTH,7964,nan,7879,62,63,80,68,44,58,43,55,74,nan,nan,48,63,nan,nan,nan,90
1,SOUTH,7971,NORTH,7935,50,28,65,27,42,40,33,46,80,62,nan,nan,37,nan,40,nan,nan
1,SOUTH,7978,SOUTH,8026,68,63,44,66,53,70,53,45,73,nan,nan,60,45,nan,48,nan,nan
1,SOUTH,7985,BETA,7701,62,43,56,52,44,5,50,51,48,21,nan,nan,37,nan,nan,nan,nan
1,SOUTH,7992,CENTRAL,7807,0,55,48,58,40,52,70,67,68,52,nan,nan,58,nan,60,nan,nan
1,SOUTH,7999,NORTH,7690,60,68,70,27,44,62,45,63,72,61,nan,nan,47,nan,nan,nan,68
1,SOUTH,8006,BETA,8094,52,58,48,60,49,62,55,44,X,48,nan,nan,61,nan,nan,nan,nan
1,SOUTH,8013,CENTRAL,8029,0,60,42,62,42,48,63,44,78,30,nan,nan,34,nan,nan,nan,nan
1,SOUTH,8020,NORTH,7725,68,28,50,24,33,44,43,40,58,nan,nan,60,34,nan,nan,nan,67
1,SOUTH,8026,CENTRAL,8103,0,60,50,66,29,68,63,40,91,57,nan,nan,45,nan,nan,nan,nan
1,SOUTH,8031,ALPHA,7805,73,54,24,37,0,46,68,54,78,nan,nan,64,69,nan,nan,nan,60
1,SOUTH,8040,EAST,7794,65,83,nan,65,48,61,72,54,42,nan,nan,nan,18,58,nan,nan,nan
1,SOUTH,8046,WEST,7930,61,60,72,77,27,74,58,67,80,56,nan,nan,45,48,nan,nan,nan
1,SOUTH,8054,EAST,7766,73,63,nan,72,38,67,81,52,74,nan,63,nan,34,nan,60,nan,nan
1,SOUTH,8055,CENTRAL,7779,0,58,38,38,42,38,68,71,84,nan,48,nan,45,48,nan,nan,nan
1,SOUTH,8056,EAST,8030,65,78,nan,65,35,63,59,46,86,nan,nan,nan,37,nan,68,nan,nan
1,SOUTH,8064,NORTH,7718,52,48,55,41,49,50,68,48,48,42,nan,nan,42,nan,nan,nan,68
1,SOUTH,8071,nan,7951,58,86,54,89,38,76,68,40,84,nan,nan,56,26,nan,nan,nan,nan
1,SOUTH,8084,WEST,8041,65,58,62,71,47,60,55,71,91,nan,nan,64,50,nan,nan,nan,nan
1,SOUTH,8095,ALPHA,8110,52,54,58,69,27,37,98,90,91,27,nan,nan,47,61,nan,nan,nan
1,SOUTH,8118,ALPHA,7847,70,70,56,34,49,62,55,54,71,43,nan,nan,79,nan,80,nan,nan
1,WEST,7678,BETA,7806,75,55,34,50,51,48,63,56,40,nan,45,nan,66,nan,nan,65,nan
1,WEST,7685,BETA,8067,58,55,26,74,36,64,38,49,81,48,nan,nan,55,nan,60,nan,nan
1,WEST,7692,NORTH,8077,57,50,58,53,18,54,30,40,86,63,nan,nan,72,nan,nan,68,nan
1,WEST,7699,SOUTH,7964,71,60,42,77,35,46,45,62,96,30,nan,nan,61,nan,nan,nan,nan
1,WEST,7706,WEST,8058,66,60,82,86,62,82,55,73,93,nan,47,nan,53,nan,nan,nan,nan
1,WEST,7713,nan,7973,63,68,52,54,36,42,63,50,66,nan,49,nan,42,nan,nan,49,nan
1,WEST,7720,ALPHA,8022,65,65,30,54,31,47,65,62,92,nan,nan,68,47,58,nan,nan,nan
1,WEST,7727,WEST,7881,50,55,38,11,24,62,45,56,69,nan,56,nan,57,nan,nan,59,nan
1,WEST,7734,BETA,7883,53,38,62,59,42,48,60,44,60,63,nan,nan,45,nan,40,nan,nan
1,WEST,7741,NORTH,8025,48,65,53,35,22,56,50,61,63,53,nan,nan,43,nan,nan,61,nan
1,WEST,7748,WEST,7874,50,63,40,74,36,88,28,80,91,nan,57,nan,45,nan,nan,nan,nan
1,WEST,7755,ALPHA,7966,70,62,38,57,31,52,55,62,65,nan,nan,60,45,nan,nan,nan,57
1,WEST,7762,nan,7709,0,70,48,55,36,54,65,38,84,48,nan,nan,47,nan,nan,nan,nan
1,WEST,7769,CENTRAL,7947,0,65,48,52,27,50,55,40,68,61,nan,nan,42,nan,nan,nan,nan
1,WEST,7776,ALPHA,7700,60,49,32,28,47,50,50,62,57,nan,nan,52,55,nan,nan,nan,75
1,WEST,7783,BETA,7778,50,45,33,79,44,52,55,51,90,65,nan,nan,47,nan,nan,nan,nan
1,WEST,7790,CENTRAL,8051,0,68,50,51,18,50,55,53,62,nan,52,nan,37,nan,nan,nan,nan
1,WEST,7797,EAST,8108,63,68,nan,42,25,78,70,40,72,nan,nan,nan,47,nan,nan,25,nan
1,WEST,7804,WEST,7769,61,58,46,63,42,66,55,60,82,59,nan,nan,32,46,nan,nan,nan
1,WEST,7811,EAST,8099,68,55,nan,45,55,67,54,28,77,nan,52,nan,21,nan,nan,nan,73
1,WEST,7818,WEST,7685,50,73,34,11,4,58,48,64,89,53,nan,nan,21,56,nan,nan,nan
1,WEST,7825,CENTRAL,7744,0,70,42,49,22,54,63,29,82,nan,60,nan,53,nan,nan,nan,nan
1,WEST,7832,EAST,7798,68,90,nan,68,53,80,73,58,92,nan,52,nan,58,nan,nan,nan,93
1,WEST,7839,nan,7676,57,40,70,44,22,40,53,42,63,57,nan,nan,47,nan,nan,nan,35
1,WEST,7842,NORTH,8063,47,65,63,38,38,56,45,57,63,nan,25,nan,26,nan,nan,nan,70
1,WEST,7846,CENTRAL,8023,0,45,38,46,33,38,55,42,75,39,nan,nan,39,nan,nan,nan,nan
1,WEST,7853,SOUTH,8056,60,75,26,54,85,72,65,60,60,nan,49,nan,42,nan,nan,65,nan
1,WEST,7860,BETA,8098,50,40,48,76,58,48,45,59,70,26,nan,nan,39,X,nan,nan,nan
1,WEST,7867,EAST,8052,73,60,nan,62,20,63,52,28,62,36,nan,nan,17,nan,nan,nan,67
1,WEST,7874,EAST,8069,68,73,nan,55,15,63,61,40,72,48,nan,nan,29,nan,nan,nan,X
1,WEST,7881,BETA,8096,65,50,56,64,60,56,50,42,80,55,nan,nan,50,71,nan,nan,nan
1,WEST,7888,NORTH,7746,45,30,63,27,27,42,35,36,43,nan,nan,72,45,nan,nan,nan,67
1,WEST,7895,WEST,8014,68,75,74,74,51,50,43,78,80,nan,53,nan,39,nan,nan,nan,nan
1,WEST,7902,ALPHA,7987,67,65,54,65,60,60,63,64,86,nan,nan,72,55,nan,nan,nan,67
1,WEST,7909,SOUTH,7866,65,75,50,74,53,64,63,62,91,73,nan,nan,53,nan,nan,nan,nan
1,WEST,7915,WEST,7915,47,73,40,11,49,72,43,76,76,nan,nan,84,43,56,nan,nan,nan
1,WEST,7916,WEST,8093,51,58,46,66,51,68,65,56,60,nan,nan,X,58,nan,nan,nan,nan
1,WEST,7923,WEST,7986,58,50,54,69,51,60,48,51,76,48,nan,nan,29,67,nan,nan,nan
1,WEST,7930,EAST,8090,73,53,nan,48,55,75,54,40,63,50,nan,nan,53,nan,nan,nan,78
1,WEST,7937,WEST,7818,64,70,54,77,69,62,50,71,84,nan,53,nan,42,nan,36,nan,nan
1,WEST,7944,nan,7710,73,70,nan,40,50,75,86,48,75,54,nan,nan,26,nan,nan,nan,53
1,WEST,7951,EAST,8062,55,38,nan,57,15,75,70,40,69,52,nan,nan,16,48,nan,nan,nan
1,WEST,7958,NORTH,8019,58,63,60,32,49,50,43,53,74,47,nan,nan,53,nan,nan,nan,65
1,WEST,7965,BETA,7890,55,65,42,23,47,20,48,40,89,37,nan,nan,25,nan,70,nan,nan
1,WEST,7972,WEST,7937,56,65,68,63,51,64,58,73,87,61,nan,nan,61,nan,44,nan,nan
1,WEST,7979,nan,8078,57,58,65,18,13,44,48,32,46,58,nan,nan,47,nan,nan,nan,60
1,WEST,7986,NORTH,8106,67,60,55,38,27,50,45,46,66,42,nan,nan,45,nan,nan,58,nan
1,WEST,7993,NORTH,7963,60,50,55,38,47,48,50,46,65,nan,nan,68,46,nan,nan,62,nan
1,WEST,8000,WEST,7909,46,65,74,60,56,70,48,62,80,nan,nan,84,47,56,nan,nan,nan
1,WEST,8007,BETA,8035,47,60,44,47,56,48,35,44,39,nan,nan,52,39,nan,nan,nan,nan
1,WEST,8014,NORTH,8070,50,50,63,29,13,38,48,48,66,nan,35,nan,50,77,nan,nan,nan
1,WEST,8021,ALPHA,8087,60,49,30,22,16,40,53,44,57,54,nan,nan,47,nan,52,nan,nan
1,WEST,8027,BETA,8042,65,30,28,37,38,46,63,38,80,41,nan,nan,46,nan,nan,22,nan
1,WEST,8033,WEST,7790,45,50,46,43,16,58,38,47,49,nan,nan,48,29,60,nan,nan,nan
1,WEST,8041,ALPHA,7861,70,59,44,25,31,30,70,40,69,35,nan,nan,47,44,nan,nan,nan
1,WEST,8047,ALPHA,7784,63,43,10,31,20,46,45,42,72,nan,nan,60,37,nan,nan,nan,32
1,WEST,8058,SOUTH,8118,61,75,38,74,57,X,45,60,78,37,nan,nan,41,65,nan,nan,nan
1,WEST,8065,CENTRAL,8068,0,38,40,43,33,46,45,38,71,48,nan,nan,32,nan,nan,34,nan
1,WEST,8072,BETA,8074,58,20,40,36,31,44,35,56,32,43,nan,nan,47,nan,nan,25,nan
1,WEST,8079,SOUTH,7873,56,48,22,31,25,24,40,49,96,nan,30,nan,29,nan,nan,nan,nan
1,WEST,8085,BETA,8117,53,10,27,0,0,30,36,49,X,nan,nan,56,11,nan,nan,nan,nan
1,WEST,8086,ALPHA,8008,42,27,42,14,18,38,50,42,57,37,nan,nan,16,nan,nan,14,nan
1,WEST,8093,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
